"index"	"video"	"video_type"	"question"	"answer"	"dimensions"	"video_path"
"1190"	"RARdMeMuIeI"	"Business & Industrial"	"Which company is the least valuable in this video?"	"Colgate"	"['OCR']"	"./video/RARdMeMuIeI.mp4"
"1191"	"IMyjghGEVzQ"	"Business & Industrial"	"How many bricks were laid in the video?"	"3"	"['Human-object Interaction', 'Counting', 'Object Recognition']"	"./video/IMyjghGEVzQ.mp4"
"1192"	"IMyjghGEVzQ"	"Business & Industrial"	"Where might be the occupation of the man in this video. "	"He might be a construction worker."	"['Identity Reasoning']"	"./video/IMyjghGEVzQ.mp4"
"1193"	"G2zIndzzxQk"	"Business & Industrial"	"What was used to make the bangel?"	"Wastage glass"	"['Object Recognition', 'Event Recognition']"	"./video/G2zIndzzxQk.mp4"
"1194"	"G2zIndzzxQk"	"Business & Industrial"	"What was the color of the bangle right after they cooled off?"	"Green"	"['Object Recognition', 'Attribute Recognition']"	"./video/G2zIndzzxQk.mp4"
"1195"	"G2zIndzzxQk"	"Business & Industrial"	"Were the bangles colored in the end of the video?"	"Yes"	"['Object Recognition', 'Attribute Recognition']"	"./video/G2zIndzzxQk.mp4"
"1196"	"Yx3KJSe0q-c"	"Business & Industrial"	"What is the color of the power cords?"	"Grey"	"['Attribute Recognition', 'Object Recognition']"	"./video/Yx3KJSe0q-c.mp4"
"1197"	"Yx3KJSe0q-c"	"Business & Industrial"	"How many power cords can be manufactured in the mold at one time?"	"8"	"['Human-object Interaction', 'Counting']"	"./video/Yx3KJSe0q-c.mp4"
"1198"	"Yx3KJSe0q-c"	"Business & Industrial"	"Were the workers wearing ear plugs in the video?"	"Yes"	"['Object Recognition', 'Human-object Interaction']"	"./video/Yx3KJSe0q-c.mp4"
"1199"	"Yx3KJSe0q-c"	"Business & Industrial"	"What is the color of the bucket in this video, and what is it used for?"	"It's a yellow bucket, and itmight be used for holding the waste."	"['Attribute Recognition', 'Function Reasoning']"	"./video/Yx3KJSe0q-c.mp4"
"1200"	"ZVl-Lm_XaTI"	"Business & Industrial"	"What is being made in the video?"	"Car tires"	"['Object Recognition']"	"./video/ZVl-Lm_XaTI.mp4"
"1201"	"ZVl-Lm_XaTI"	"Business & Industrial"	"How many procedures in tire manufacturing were shown in the video? "	"4"	"['Object Recognition', 'Counting', 'Video Scene']"	"./video/ZVl-Lm_XaTI.mp4"
"1202"	"ZVl-Lm_XaTI"	"Business & Industrial"	"Did any human appear in this video?"	"No"	"['Hallucination', 'Object Recognition']"	"./video/ZVl-Lm_XaTI.mp4"
"1203"	"ZVl-Lm_XaTI"	"Business & Industrial"	"Are there any characters appear on the tire?"	"Yes"	"['OCR']"	"./video/ZVl-Lm_XaTI.mp4"
"1204"	"vdpyZ6Qput4"	"Business & Industrial"	"Did any of the workers touch the iron bar directly?"	"No"	"['Object Recognition', 'Human-object Interaction', 'Hallucination']"	"./video/vdpyZ6Qput4.mp4"
"1205"	"vdpyZ6Qput4"	"Business & Industrial"	"What's the color of iron bars during the production?"	"Red"	"['Attribute Recognition']"	"./video/vdpyZ6Qput4.mp4"
"1206"	"06vVyevmUlE"	"News"	"What's the date of the  super Tuesday?"	"5th March."	"['OCR']"	"./video/06vVyevmUlE.mp4"
"1207"	"06vVyevmUlE"	"News"	"What's the name of this programm?"	"CBS NEWS"	"['OCR']"	"./video/06vVyevmUlE.mp4"
"1208"	"N-DmOjcenq4"	"News"	"What happened in the video?"	"There's a wildfire in Maui, Hawaii"	"['Video Scene']"	"./video/N-DmOjcenq4.mp4"
"1209"	"N-DmOjcenq4"	"News"	"What number is printed on the man in red's shirt?"	"15"	"['Object Recognition']"	"./video/N-DmOjcenq4.mp4"
"1210"	"N-DmOjcenq4"	"News"	"What animals did the rescuers send out to rescue?"	"Dogs."	"['Object Recognition']"	"./video/N-DmOjcenq4.mp4"
"1211"	"N-DmOjcenq4"	"News"	"What's the name of this programm?"	"CBS NEWS"	"['OCR']"	"./video/N-DmOjcenq4.mp4"
"1212"	"QH7GaLx5JYc"	"News"	"Where did the event took place in this video."	"On a golf course."	"['Video Scene']"	"./video/QH7GaLx5JYc.mp4"
"1213"	"QH7GaLx5JYc"	"News"	"What does the warning sign (with black background and red text) appearing in the video say?"	"No Tresspassing."	"['OCR']"	"./video/QH7GaLx5JYc.mp4"
"1214"	"QH7GaLx5JYc"	"News"	"Was it raining in this video?"	"No, it's partly cloudy."	"['Video Scene', 'Hallucination']"	"./video/QH7GaLx5JYc.mp4"
"1215"	"QH7GaLx5JYc"	"News"	"How many people have been interviewed by the journalist in this video?"	"Three people."	"['Counting', 'Human Interaction']"	"./video/QH7GaLx5JYc.mp4"
"1216"	"Te1g_Ii0Apc"	"Business & Industrial"	"What is this video about?"	"It is about how plastic chairs are manufactured."	"['Video Topic']"	"./video/Te1g_Ii0Apc.mp4"
"1217"	"Te1g_Ii0Apc"	"Business & Industrial"	"What is the color of the item being made in the video?"	"Green"	"['Attribute Recognition']"	"./video/Te1g_Ii0Apc.mp4"
"1218"	"Te1g_Ii0Apc"	"Business & Industrial"	"Is there any human in the video?"	"Yes"	"['Object Recognition']"	"./video/Te1g_Ii0Apc.mp4"
"1219"	"Te1g_Ii0Apc"	"Business & Industrial"	"What might be the usage of the bars on the chair making machine?"	"They are used to push the completed chairs out of the mold"	"['Function Reasoning']"	"./video/Te1g_Ii0Apc.mp4"
"1220"	"DN21qqPwd5g"	"News"	"What's the video about?"	"A speaker was giving a speech."	"['Event Recognition', 'Video Topic']"	"./video/DN21qqPwd5g.mp4"
"1221"	"DN21qqPwd5g"	"News"	"What many microphones are in front of the speaker?"	"Two. "	"['Object Recognition', 'Counting']"	"./video/DN21qqPwd5g.mp4"
"1222"	"DN21qqPwd5g"	"News"	"What day of the week does the presentation take place?"	"Wednesday."	"['OCR', 'Common Sense Reasoning']"	"./video/DN21qqPwd5g.mp4"
"1223"	"DN21qqPwd5g"	"News"	"How many people are there in this video during the speech?"	"6"	"['Counting']"	"./video/DN21qqPwd5g.mp4"
"1224"	"CShgjDBhQgo"	"Humor"	"What did the man do with the snakes?"	"The man made them into snakeskin boots."	"['OCR', 'Human-object Interaction']"	"./video/CShgjDBhQgo.mp4"
"1225"	"CShgjDBhQgo"	"Humor"	"What is the purpose of this video?"	"Calling on everyone to protect the environment."	"['Video Topic']"	"./video/CShgjDBhQgo.mp4"
"1226"	"CShgjDBhQgo"	"Humor"	"What does the man do to elephants?"	"He turned the elephant into a piano."	"['Human-object Interaction']"	"./video/CShgjDBhQgo.mp4"
"1227"	"CShgjDBhQgo"	"Humor"	"What is the sign printed on the bucket that the man throw into the ocean?"	"The radiation warning symbol"	"['Object Recognition']"	"./video/CShgjDBhQgo.mp4"
"1228"	"xUkqUL5bXSE"	"Humor"	"What was Mike's birthday gift when he was 25?"	"It was an accordion and a yellow stripe tie. "	"['Video Scene', 'OCR']"	"./video/xUkqUL5bXSE.mp4"
"1229"	"xUkqUL5bXSE"	"Humor"	"What birthday is Mike cheering at the beginning of the video?"	"25"	"['OCR']"	"./video/xUkqUL5bXSE.mp4"
"1230"	"xUkqUL5bXSE"	"Humor"	"When would Mike in the video retire?"	"When he was 65."	"['Future Prediction', 'Causal Reasoning']"	"./video/xUkqUL5bXSE.mp4"
"1231"	"xUkqUL5bXSE"	"Humor"	"What's Mike doing sitting on the bed?"	"He's playing the accordion.
"	"['Human-object Interaction']"	"./video/xUkqUL5bXSE.mp4"
"1232"	"xUkqUL5bXSE"	"Humor"	"Why the silhouette of an old man playing golf was printed in the elevator?"	"It is used to demonstrate the relaxing life when a worker retires, to motivate the your workers to work hard."	"['Causal Reasoning']"	"./video/xUkqUL5bXSE.mp4"
"1233"	"CBi0HUmTrkI"	"Humor"	"What is the duck doing at the begining of the video?"	"The duck is writing code."	"['Human Motion']"	"./video/CBi0HUmTrkI.mp4"
"1234"	"CBi0HUmTrkI"	"Humor"	"Why did the duck have to be pushed in by another guy at the end?"	"Because it's heavily injured outside of the room."	"['Video Scene', 'Causal Reasoning']"	"./video/CBi0HUmTrkI.mp4"
"1235"	"CBi0HUmTrkI"	"Humor"	"What color is the duck?"	"Blue"	"['Attribute Recognition']"	"./video/CBi0HUmTrkI.mp4"
"1236"	"CBi0HUmTrkI"	"Humor"	"What happens after the goose left the rooms. "	"Disasters including aircraft crash, hurricane, etc."	"['Event Recognition']"	"./video/CBi0HUmTrkI.mp4"
"1237"	"k6nfPykNzjA"	"Humor"	"What happened to the piano?"	"It is on fire."	"['Video Scene', 'Common Sense Reasoning']"	"./video/k6nfPykNzjA.mp4"
"1238"	"k6nfPykNzjA"	"Humor"	"What color is the hair of the people on TV?"	"Red."	"['Attribute Recognition']"	"./video/k6nfPykNzjA.mp4"
"1239"	"k6nfPykNzjA"	"Humor"	"What is the name of the store featured in the video?"	"Burger King"	"['OCR', 'Video Scene']"	"./video/k6nfPykNzjA.mp4"
"1240"	"k6nfPykNzjA"	"Humor"	"What did the girl do after the electric piano caught fire?"	"She started playing the guitar."	"['Human-object Interaction']"	"./video/k6nfPykNzjA.mp4"
"1241"	"k6nfPykNzjA"	"Humor"	"Did the girl have a serious look on her face, or a chill one?"	"She had a relatively serious look."	"['Video Emotion']"	"./video/k6nfPykNzjA.mp4"
"1242"	"HxxfnxOIzdo"	"Humor"	"Why is the lizard running with a bowl?"	"Because it is chasing the cloud to get some rain to drink."	"['Video Scene', 'Causal Reasoning']"	"./video/HxxfnxOIzdo.mp4"
"1243"	"HxxfnxOIzdo"	"Humor"	"Why did the puppy get off the car?"	"The puppy get out of the car to find some water to drink."	"['Video Scene', 'Causal Reasoning']"	"./video/HxxfnxOIzdo.mp4"
"1244"	"HxxfnxOIzdo"	"Humor"	"What animal is Popy?"	"Popy is a fox."	"['Attribute Recognition', 'OCR']"	"./video/HxxfnxOIzdo.mp4"
"1245"	"HxxfnxOIzdo"	"Humor"	"Why the lizard stopped to chase the cloude."	"Because it was attacked by thunders."	"['Causal Reasoning', 'Event Recognition']"	"./video/HxxfnxOIzdo.mp4"
"1246"	"rDWzQ6lZNpY"	"Humor"	"What's that flying over Oscar's eyes at the beginning of the video?"	"It's a fly."	"['Video Scene', 'Object Recognition']"	"./video/rDWzQ6lZNpY.mp4"
"1247"	"rDWzQ6lZNpY"	"Humor"	"What color is the little lizard in the egg?"	"Green"	"['Attribute Recognition']"	"./video/rDWzQ6lZNpY.mp4"
"1248"	"rDWzQ6lZNpY"	"Humor"	"What did Oscar feed the little lizard?"	"Bananas"	"['Event Recognition', 'Object Recognition']"	"./video/rDWzQ6lZNpY.mp4"
"1249"	"rDWzQ6lZNpY"	"Humor"	"How does Oscar carry the egg?"	"It carries the egg with its mouth."	"['Human-object Interaction']"	"./video/rDWzQ6lZNpY.mp4"
"1250"	"rDWzQ6lZNpY"	"Humor"	"What's the transportation that Popy and Buck take in the desert?"	"A shopping cart."	"['Object Recognition', 'Human-object Interaction']"	"./video/rDWzQ6lZNpY.mp4"
"1251"	"xwAoASzKiOc"	"Humor"	"What are the critters doing at the beginning of the video?"	"They're making a fire."	"['Event Recognition', 'Video Scene']"	"./video/xwAoASzKiOc.mp4"
"1252"	"xwAoASzKiOc"	"Humor"	"Why did the fox grab the eggs?"	"Because the fox wants to eat it."	"['Event Recognition', 'Causal Reasoning']"	"./video/xwAoASzKiOc.mp4"
"1253"	"xwAoASzKiOc"	"Humor"	"Why did the lizard grab the eggs?"	"Because the lizard wants to protect it."	"['Event Recognition', 'Causal Reasoning']"	"./video/xwAoASzKiOc.mp4"
"1254"	"xwAoASzKiOc"	"Humor"	"What was that boar doing in the chase?"	"It's pushing the cart."	"['Human-object Interaction']"	"./video/xwAoASzKiOc.mp4"
"1255"	"NDpAHCMZ6HA_processed"	"Humor"	"Why is Sheldon angry?"	"Because he doesn't want to go to swim but his parents force him to do so."	"['Video Emotion']"	"./video/NDpAHCMZ6HA_processed.mp4"
"1256"	"NDpAHCMZ6HA_processed"	"Humor"	"Why is sheldon pretending to be sick?"	"Because he want to avoid the swim test."	"['Causal Reasoning']"	"./video/NDpAHCMZ6HA_processed.mp4"
"1257"	"NDpAHCMZ6HA_processed"	"Humor"	"What is the PH of the water in the swimming pool in Sheldon's dream?"	"7.4"	"['OCR']"	"./video/NDpAHCMZ6HA_processed.mp4"
"1258"	"NDpAHCMZ6HA_processed"	"Humor"	"What did shelton do to the bed first when he came into the room?"	"He pounded the bed with his fist"	"['Human-object Interaction']"	"./video/NDpAHCMZ6HA_processed.mp4"
"1259"	"NDpAHCMZ6HA_processed"	"Humor"	"How did the little boy feel about the swimming pool?"	"Possibly fear and disgust."	"['Video Emotion']"	"./video/NDpAHCMZ6HA_processed.mp4"
"1260"	"GZejfTnQSqo_processed"	"Humor"	"What can't the little boy find in the beginning of the video?"	"He can't find his umbrella."	"['OCR']"	"./video/GZejfTnQSqo_processed.mp4"
"1261"	"GZejfTnQSqo_processed"	"Humor"	"How many times did the little girl hit the goal in the video?"	"7"	"['Event Recognition']"	"./video/GZejfTnQSqo_processed.mp4"
"1262"	"GZejfTnQSqo_processed"	"Humor"	"What is the name of the girl at the end of the video?"	"Missy"	"['OCR']"	"./video/GZejfTnQSqo_processed.mp4"
"1263"	"GZejfTnQSqo_processed"	"Humor"	"What will happen if the ball hit the button?"	"The man in the striped suit will fall into the water."	"['Event Recognition']"	"./video/GZejfTnQSqo_processed.mp4"
"1264"	"GZejfTnQSqo_processed"	"Humor"	"Were the family happy or sad throughout the video?"	"Most of them looked happy except for the little boy."	"['Video Emotion']"	"./video/GZejfTnQSqo_processed.mp4"
"1265"	"HUXzbefQzWY_processed"	"Humor"	"Did the little boy open the jar in the end in the morning?"	"No, he didn't"	"['Event Recognition']"	"./video/HUXzbefQzWY_processed.mp4"
"1266"	"HUXzbefQzWY_processed"	"Humor"	"What school does the little boy want to apply to?"	"Harvard"	"['OCR']"	"./video/HUXzbefQzWY_processed.mp4"
"1267"	"HUXzbefQzWY_processed"	"Humor"	"What is boy struggling with at the beginning of the video?"	"He's struggling to open a jar"	"['Human-object Interaction']"	"./video/HUXzbefQzWY_processed.mp4"
"1268"	"HUXzbefQzWY_processed"	"Humor"	"What color is the shirt that the little boy wears?"	"Dark Red."	"['Attribute Recognition']"	"./video/HUXzbefQzWY_processed.mp4"
"1269"	"lhmKCkZusMo_processed"	"Humor"	"What is the relationship between the two people who appear at the beginning of the video?"	"They're mother and son."	"['Social Relation']"	"./video/lhmKCkZusMo_processed.mp4"
"1270"	"lhmKCkZusMo_processed"	"Humor"	"What is the woman at the beginning of the video driving to?"	"The woman drove the little boy to a high school."	"['Causal Reasoning', 'Video Scene', 'OCR']"	"./video/lhmKCkZusMo_processed.mp4"
"1271"	"lhmKCkZusMo_processed"	"Humor"	"Why did the boy agree to take off his bow tie?"	"Because his mom said she could take him to RadioShack if he took off his bow tie."	"['OCR']"	"./video/lhmKCkZusMo_processed.mp4"
"1272"	"lhmKCkZusMo_processed"	"Humor"	"At the end of the video, what did Sheldon do when he finished talking to the woman?"	"He turned and opened the door to enter the classroom."	"['Human-object Interaction']"	"./video/lhmKCkZusMo_processed.mp4"
"1273"	"DLzA9kcjuGg_processed"	"Humor"	"What is the theme of the video?"	"Making friends"	"['Video Topic']"	"./video/DLzA9kcjuGg_processed.mp4"
"1274"	"DLzA9kcjuGg_processed"	"Humor"	"What's going on at the end of the video?"	"The little boy invited his friend to his house for dinner."	"['Causal Reasoning']"	"./video/DLzA9kcjuGg_processed.mp4"
"1275"	"DLzA9kcjuGg_processed"	"Humor"	"Did the little boy do better at making friends in the end?"	"Yes,he did."	"['Future Prediction']"	"./video/DLzA9kcjuGg_processed.mp4"
"1276"	"DLzA9kcjuGg_processed"	"Humor"	"What is the man doing when he is sitting in the couch?"	"He's putting on his boots."	"['Human-object Interaction']"	"./video/DLzA9kcjuGg_processed.mp4"
"1277"	"Vyb-sTrY_Y8_processed"	"Humor"	"What did they have for breakfast?"	"Chocolate chips."	"['Object Recognition']"	"./video/Vyb-sTrY_Y8_processed.mp4"
"1278"	"Vyb-sTrY_Y8_processed"	"Humor"	"What did they have for dinner?"	"Pizza."	"['OCR', 'Object Recognition']"	"./video/Vyb-sTrY_Y8_processed.mp4"
"1279"	"Vyb-sTrY_Y8_processed"	"Humor"	"How many people in the family?"	"5"	"['Counting', 'Video Scene']"	"./video/Vyb-sTrY_Y8_processed.mp4"
"1280"	"Vyb-sTrY_Y8_processed"	"Humor"	"What did the mom do at the end of the video?"	"She hugged the little boy."	"['Human-object Interaction']"	"./video/Vyb-sTrY_Y8_processed.mp4"
"1281"	"QKHPOzA9Ge0_processed"	"Humor"	"Where are the batteries?"	"In the drawer by the refrigerator."	"['Video Scene']"	"./video/QKHPOzA9Ge0_processed.mp4"
"1282"	"QKHPOzA9Ge0_processed"	"Humor"	"Where is the boy hiding?"	"Sheldon is hiding in the cabinet."	"['Video Scene']"	"./video/QKHPOzA9Ge0_processed.mp4"
"1283"	"QKHPOzA9Ge0_processed"	"Humor"	"What is the relationship between the man and the woman in red shirt?"	"They're couples."	"['Social Relation']"	"./video/QKHPOzA9Ge0_processed.mp4"
"1284"	"QKHPOzA9Ge0_processed"	"Humor"	"What eating utensils does the boy use when eating his bread at breakfast?"	"He doesn't use any eating utensils. He eats with his hands."	"['Human-object Interaction']"	"./video/QKHPOzA9Ge0_processed.mp4"
"1285"	"rhkkCDTkcvI_processed"	"Humor"	"What number did the little girl pick at first?"	"3"	"['Object Recognition']"	"./video/rhkkCDTkcvI_processed.mp4"
"1286"	"rhkkCDTkcvI_processed"	"Humor"	"What color did the little girl pick at first?"	"Pink"	"['Attribute Recognition']"	"./video/rhkkCDTkcvI_processed.mp4"
"1287"	"rhkkCDTkcvI_processed"	"Humor"	"What's the boy's favorite color?"	"Khaki"	"['Human Interaction']"	"./video/rhkkCDTkcvI_processed.mp4"
"1288"	"rhkkCDTkcvI_processed"	"Humor"	"What are two little girls doing on the sly?"	"The two of them tied a person's ankles together with a rope."	"['Human-object Interaction']"	"./video/rhkkCDTkcvI_processed.mp4"
"1289"	"rhkkCDTkcvI_processed"	"Humor"	"What was the little boy doing at the beginning of the video?"	"He's using the computer."	"['Human-object Interaction']"	"./video/rhkkCDTkcvI_processed.mp4"
"1290"	"d51KcOXd2D4_processed"	"Humor"	"What is the relationship between the two people at the beginning of the video?"	"They're brother and sister."	"['Social Relation']"	"./video/d51KcOXd2D4_processed.mp4"
"1291"	"d51KcOXd2D4_processed"	"Humor"	"Why do the children call the elderly?"	"To ask for help on their scientific argument."	"['Causal Reasoning']"	"./video/d51KcOXd2D4_processed.mp4"
"1292"	"d51KcOXd2D4_processed"	"Humor"	"What color top is the little girl wearing at the beginning of the video?"	"Red."	"['Video Scene', 'Attribute Recognition']"	"./video/d51KcOXd2D4_processed.mp4"
"1293"	"d51KcOXd2D4_processed"	"Humor"	"What are Sheldon and the old man doing?"	"They're talking to each other on the phone."	"['Human-object Interaction']"	"./video/d51KcOXd2D4_processed.mp4"
"1294"	"ZZ4LiuHd5bI"	"Humor"	"When parents pay for everything, how much milk does the boy pour into the glass?"	"He poured a large glass of milk."	"['OCR', 'Human-object Interaction']"	"./video/ZZ4LiuHd5bI.mp4"
"1295"	"ZZ4LiuHd5bI"	"Humor"	"When parents pay for everything, how much toothpaste did the boy squeeze?"	"He squeezed a big lump of toothpaste."	"['OCR', 'Human-object Interaction']"	"./video/ZZ4LiuHd5bI.mp4"
"1296"	"ZZ4LiuHd5bI"	"Humor"	"When everything is paid by himself, how much milk does the boy pour into the glass?"	"He just poured a little milk."	"['OCR', 'Human-object Interaction']"	"./video/ZZ4LiuHd5bI.mp4"
"1297"	"ZZ4LiuHd5bI"	"Humor"	"What was the boy's first move in this video?"	"Pour milk into the cup."	"['Human-object Interaction']"	"./video/ZZ4LiuHd5bI.mp4"
"1298"	"ZZ4LiuHd5bI"	"Humor"	"What are the three activities conducted by the boy in this video?"	"1. Pour milk into the glass; 2. Tear toilet papers; 3. Squeeze toothpastes."	"['Human-object Interaction']"	"./video/ZZ4LiuHd5bI.mp4"
"1299"	"W_B2UZ_ZoxU"	"Films & TV Shows"	"What's the name of the movie?"	"SpellBound"	"['OCR']"	"./video/W_B2UZ_ZoxU.mp4"
"1300"	"W_B2UZ_ZoxU"	"Films & TV Shows"	"What did the little girl with the glasses write in her book?"	"I hate Sunny"	"['OCR', 'Human-object Interaction']"	"./video/W_B2UZ_ZoxU.mp4"
"1301"	"W_B2UZ_ZoxU"	"Films & TV Shows"	"What color pants is the little girl without glasses wearing?"	"Yellow"	"['Attribute Recognition']"	"./video/W_B2UZ_ZoxU.mp4"
"1302"	"W_B2UZ_ZoxU"	"Films & TV Shows"	"Why the girl in blue struggles with the monster. "	"Because she doesn't really want the other girl to be hurt. "	"['Causal Reasoning']"	"./video/W_B2UZ_ZoxU.mp4"
"1303"	"W_B2UZ_ZoxU"	"Films & TV Shows"	"Tell me how the girl felt after seeing her sister's trophies."	"There might be some jealousy and hatred in her mind."	"['Video Emotion']"	"./video/W_B2UZ_ZoxU.mp4"
"1304"	"ApNRpFOKQrA"	"Computers & Electronics"	"What is this video about?"	"The difference between CS and IT"	"['Video Topic', 'OCR']"	"./video/ApNRpFOKQrA.mp4"
"1305"	"ApNRpFOKQrA"	"Computers & Electronics"	"What's the approximate percentage of overlap between the subjects that CS and IT majors have to learn?"	"70%"	"['OCR']"	"./video/ApNRpFOKQrA.mp4"
"1306"	"ApNRpFOKQrA"	"Computers & Electronics"	"Was social science mentioned in this video?"	"Yes"	"['OCR']"	"./video/ApNRpFOKQrA.mp4"
"1307"	"ApNRpFOKQrA"	"Computers & Electronics"	"What country is the host from?"	"I don't know"	"['Hallucination']"	"./video/ApNRpFOKQrA.mp4"
"1308"	"Wk3E50ZDx4c"	"Science"	"The books on the left fall off after hanging how many bottles of water?"	"The book on the left fell off when it was attached to two bottles of water."	"['Counting']"	"./video/Wk3E50ZDx4c.mp4"
"1309"	"Wk3E50ZDx4c"	"Science"	"How do you overlap the two books to take as many buckets of water as possible?"	"Overlap the two books one page at a time."	"['Human-object Interaction']"	"./video/Wk3E50ZDx4c.mp4"
"1310"	"Wk3E50ZDx4c"	"Science"	"How many colors of balloons are there in the video?"	"Three, white balloons, blue balloons, and orange balloons."	"['Counting']"	"./video/Wk3E50ZDx4c.mp4"
"1311"	"Wk3E50ZDx4c"	"Science"	"Why does the disk glide farther when the balloon is attached?"	"The balloons provide upward buoyancy, which reduces the pressure of the disk on the table, thus reducing friction."	"['Physical Property', 'Causal Reasoning', 'Common Sense Reasoning']"	"./video/Wk3E50ZDx4c.mp4"
"1312"	"oEzQuGinRj8"	"Science"	"What did the balance experiment show?"	"This experiment shows that carbon dioxide is denser than air."	"['Physical Relation']"	"./video/oEzQuGinRj8.mp4"
"1313"	"oEzQuGinRj8"	"Science"	"How does a soap bubble change in carbon dioxide gas?"	"The soap bubbles became longer lasting."	"['Event Recognition']"	"./video/oEzQuGinRj8.mp4"
"1314"	"Mv8dhSBD964"	"Science"	"Which structure can hold more weight?"	"The structure that has a positive hexagonal shape can hold more weight."	"['Object Recognition', 'Event Recognition']"	"./video/Mv8dhSBD964.mp4"
"1315"	"Mv8dhSBD964"	"Science"	"What's the name of the bridge that was constructed with chopsticks?"	"Leonardo Da Vinci Bridge."	"['Common Sense Reasoning', 'Object Recognition']"	"./video/Mv8dhSBD964.mp4"
"1316"	"Mv8dhSBD964"	"Science"	"What is the structure shown at the end of the video and how does it remain stable?"	"It is Tensegrity--a structure that remains stable due to the combination of tension and compression, achieving structural stability and resilience."	"['Common Sense Reasoning', 'Physical Relation']"	"./video/Mv8dhSBD964.mp4"
"1317"	"-gPDFVPanBA"	"Science"	"What happened to the two metronomes that were swinging in different directions?"	"These metronomes ended up swinging with exactly the same pattern."	"['Object Recognition', 'Physical Relation']"	"./video/-gPDFVPanBA.mp4"
"1318"	"-gPDFVPanBA"	"Science"	"What is the most number of metronomes that appear to swing together in the video?"	"15."	"['Counting']"	"./video/-gPDFVPanBA.mp4"
"1319"	"-gPDFVPanBA"	"Science"	"Why do all these metronomes end up swinging together?"	"The reason for this is resonance."	"['Common Sense Reasoning']"	"./video/-gPDFVPanBA.mp4"
"1320"	"IK_LSQOxSWU"	"Science"	"What captures the heat images in the video?"	"This device is a thermographic camera that generates an image by detecting infrared radiation (IR), which is similar to the way a regular camera captures an image using visible light."	"['Common Sense Reasoning']"	"./video/IK_LSQOxSWU.mp4"
"1321"	"IK_LSQOxSWU"	"Science"	"Which color indicates a higher temperature in a thermal image?"	"The higher the temperature, the redder the color in a thermal image."	"['Object Recognition', 'Common Sense Reasoning']"	"./video/IK_LSQOxSWU.mp4"
"1322"	"IK_LSQOxSWU"	"Science"	"How many experiments demonstrate the thermal conductivity of copper, iron, and glass in the video?"	"The video features two experiments in total."	"['Counting']"	"./video/IK_LSQOxSWU.mp4"
"1323"	"W8OzZa16vtE"	"Science"	"What is the name of the vegetable shown at the start of the video?"	"The vegetable shown at the start of the video is red cabbage."	"['Object Recognition']"	"./video/W8OzZa16vtE.mp4"
"1324"	"W8OzZa16vtE"	"Science"	"What causes the liquid in the cup to change color?"	"Anthocyanin is an indicator pigment molecule present in red cabbage. The presence of anthocyanins in the purple solution causes a color change when an acid or base is added to it."	"['Common Sense Reasoning']"	"./video/W8OzZa16vtE.mp4"
"1325"	"W8OzZa16vtE"	"Science"	"What is the color of the liquid in the glass on the far right after the yellow liquid is poured into it?"	"The color of the liquid in the glass on the far right is orange."	"['Object Recognition', 'Event Recognition', 'Attribute Recognition']"	"./video/W8OzZa16vtE.mp4"
"1326"	"W8OzZa16vtE"	"Science"	"How many cocktail glasses are there on the table, with purple liquid in them?"	"5"	"['Counting']"	"./video/W8OzZa16vtE.mp4"
"1327"	"W8OzZa16vtE"	"Science"	"Which subject is this video about, math, physics, chemistry, or biology?"	"Chemistry"	"['Common Sense Reasoning']"	"./video/W8OzZa16vtE.mp4"
"1328"	"r7COWvxlN5g_processed"	"Computers & Electronics"	"Which laptop has more accessories in its box? Mac or Windows?"	"The Windows laptop"	"['Object Recognition']"	"./video/r7COWvxlN5g_processed.mp4"
"1329"	"r7COWvxlN5g_processed"	"Computers & Electronics"	"What is the model of the Windows laptop? "	"2023 XPS 15"	"['OCR']"	"./video/r7COWvxlN5g_processed.mp4"
"1330"	"r7COWvxlN5g_processed"	"Computers & Electronics"	"What port does dell use for charging?"	"USB-C"	"['Function Reasoning']"	"./video/r7COWvxlN5g_processed.mp4"
"1331"	"r7COWvxlN5g_processed"	"Computers & Electronics"	"Which laptop has more USB-C ports? Mac or Windows?"	"The Windows laptop"	"['Attribute Recognition']"	"./video/r7COWvxlN5g_processed.mp4"
"1332"	"0eKi5V1IOi0"	"People"	"How many individuals are visible in the video?"	"In the video, a total of four individuals are present."	"['Counting']"	"./video/0eKi5V1IOi0.mp4"
"1333"	"0eKi5V1IOi0"	"People"	"Which color of clothing is the second person wearing, from left to right?"	"He is dressed in a blue suit."	"['Object Recognition']"	"./video/0eKi5V1IOi0.mp4"
"1334"	"0eKi5V1IOi0"	"People"	"Can you infer the relationship between these four individuals?"	"These four people are supposed to be friends and they are wearing a uniform style of clothes and dancing together."	"['Social Relation']"	"./video/0eKi5V1IOi0.mp4"
"1335"	"0eKi5V1IOi0"	"People"	"What kind of moves do these four guys make?"	"They put their hand on the shoulder of the one before them and walk slowly forward."	"['Human Interaction']"	"./video/0eKi5V1IOi0.mp4"
"1336"	"0eKi5V1IOi0"	"People"	"Are the four men more likely to be friends or competitors?"	"They're more likely to be friends because they're touching each other, walking in similar posture, and smiling when they speak."	"['Social Relation']"	"./video/0eKi5V1IOi0.mp4"
